Cell	Plate Number	Classification	Percent_Mitochondrial	Clusters
X287_2	P2	engaging	26.1570958541056	0
X288_2	P2	engaging	21.7995952366068	3
X289_2	P2	engaging	16.0594212178774	0
X290_2	P2	engaging	19.6795906384644	0
X291_2	P2	engaging	23.492030287759	0
X292_2	P2	engaging	24.9365993465198	0
X293_2	P2	engaging	22.5505879024316	2
X294_2	P2	engaging	12.7166427518733	0
X295_2	P2	engaging	16.9681771952166	0
X297_2	P2	engaging	21.1784951231696	0
X300_2	P2	engaging	20.6789933725541	3
X301_2	P2	engaging	23.6704150080928	0
X303_2	P2	engaging	27.4722098710538	0
X304_2	P2	engaging	25.951294162501	0
X305_2	P2	engaging	13.8651995416905	0
X306_2	P2	engaging	20.9902392132873	0
X307_2	P2	engaging	20.3916506320481	2
X308_2	P2	engaging	26.8561113013165	2
X309_2	P2	engaging	13.3478944909096	4
X310_2	P2	engaging	20.4254490098503	0
X311_2	P2	engaging	16.8908780094021	0
X312_2	P2	engaging	17.0017106984449	0
X313_2	P2	engaging	16.0280141452094	0
X314_2	P2	engaging	16.9511223067983	0
X315_2	P2	engaging	16.8420276660756	0
X316_2	P2	engaging	18.8524627377272	3
X317_2	P2	engaging	20.4626701821218	0
X318_2	P2	engaging	19.8233938725401	0
X319_2	P2	engaging	18.0909378299225	0
X320_2	P2	engaging	19.6541631257875	3
X321_2	P2	engaging	20.8282160993659	0
X322_2	P2	engaging	17.2564760860099	0
X324_2	P2	engaging	18.5631255050662	3
X325_2	P2	engaging	20.5851723880891	3
X326_2	P2	engaging	18.2111931649241	0
X327_2	P2	engaging	18.4678928117876	3
X328_2	P2	engaging	17.989555008848	3
X329_2	P2	engaging	13.3063954638843	0
X330_2	P2	engaging	13.5412750385647	0
X331_2	P2	engaging	16.4757889325424	4
X332_2	P2	engaging	19.4831749362712	3
X333_2	P2	engaging	20.8954750017859	2
X334_2	P2	engaging	12.929353671805	0
X335_2	P2	engaging	24.4585445589388	2
X337_2	P2	engaging	21.8894326579979	0
X338_2	P2	engaging	18.043450249878	0
X339_2	P2	engaging	15.7838306167759	0
X340_2	P2	engaging	14.5396948651476	0
X341_2	P2	engaging	19.4977530799785	2
X342_2	P2	engaging	15.1965865835151	3
X343_2	P2	engaging	26.2886764160526	0
X344_2	P2	engaging	24.2157931407845	3
X345_2	P2	engaging	18.9843803380843	2
X346_2	P2	engaging	21.7418231256844	3
X347_2	P2	engaging	17.8779309183312	0
X348_2	P2	engaging	18.7816239842684	0
X349_2	P2	engaging	29.7256685719495	0
X351_2	P2	engaging	25.6356658303617	2
X352_2	P2	engaging	22.6721350203126	0
X353_2	P2	engaging	20.0929295484802	3
X354_2	P2	engaging	24.4982366860134	3
X355_2	P2	engaging	22.7728835393355	2
X356_2	P2	engaging	8.70329378964578	0
X361_2	P2	engaging	18.5810532105046	0
X362_2	P2	engaging	19.9905825949231	3
X363_2	P2	engaging	20.0547076391265	0
X364_2	P2	engaging	18.7322394852309	0
X365_2	P2	engaging	22.5709484354499	2
X366_2	P2	engaging	29.5222223440452	0
X367_2	P2	engaging	25.0694892888228	0
X368_2	P2	engaging	25.1394079076763	0
X370_2	P2	engaging	18.5289093675537	0
X371_2	P2	engaging	19.1122144911217	3
X372_2	P2	engaging	16.2236416233558	0
X373_2	P2	engaging	19.5060994190561	0
X374_2	P2	engaging	16.5504669945404	0
X375_2	P2	engaging	23.963383536794	0
X376_2	P2	engaging	25.8821684531811	2
X377_2	P2	engaging	18.7222133603296	0
X378_2	P2	engaging	26.2897935476155	2
X379_2	P2	engaging	21.7013392832768	0
X380_2	P2	engaging	20.5972422561481	4
X001_3	P3	engaging	15.8763672892328	4
X002_3	P3	engaging	24.3805860391447	2
X003_3	P3	engaging	17.3484826057081	3
X004_3	P3	engaging	18.7073908528601	2
X005_3	P3	engaging	10.5198704707217	0
X006_3	P3	engaging	17.4303150019562	0
X008_3	P3	engaging	13.5746844781703	3
X009_3	P3	engaging	15.7296764113653	0
X012_3	P3	engaging	24.9589393849779	2
X013_3	P3	engaging	20.9743853334398	0
X014_3	P3	engaging	24.9198537376148	0
X016_3	P3	engaging	18.7753012144583	2
X017_3	P3	engaging	24.2974158852403	2
X019_3	P3	engaging	20.2988848147919	0
X020_3	P3	engaging	6.35503753625661	0
X023_3	P3	engaging	19.876096000542	0
X025_3	P3	engaging	27.2085339640882	0
X026_3	P3	engaging	22.5946048361341	0
X027_3	P3	engaging	24.0229028961159	0
X029_3	P3	engaging	23.9725231204262	0
X030_3	P3	engaging	21.0444363460819	0
X033_3	P3	engaging	19.812697164557	2
X034_3	P3	engaging	21.1895299274601	0
X035_3	P3	engaging	20.8400453433566	2
X036_3	P3	engaging	11.6932154448673	4
X037_3	P3	engaging	20.4261571789357	0
X038_3	P3	engaging	24.3963216867996	0
X041_3	P3	engaging	18.2966842674538	0
X043_3	P3	engaging	18.6376757060021	0
X045_3	P3	engaging	12.8368039157595	0
X046_3	P3	engaging	22.112684379424	3
X047_3	P3	engaging	12.05855430225	0
X048_3	P3	engaging	20.9678976634574	2
X049_3	P3	engaging	24.6045395551683	2
X050_3	P3	engaging	26.7774704189689	0
X051_3	P3	engaging	20.8753982988222	3
X052_3	P3	engaging	25.9138659298121	0
X053_3	P3	engaging	20.9509604305759	0
X055_3	P3	engaging	16.4559089799221	3
X057_3	P3	engaging	21.9096394573936	6
X059_3	P3	engaging	12.7163835580913	0
X060_3	P3	engaging	21.5924482242696	0
X063_3	P3	engaging	25.1363396314675	2
X064_3	P3	engaging	19.1035657889696	2
X065_3	P3	engaging	17.9299805903994	3
X066_3	P3	engaging	15.6977945405565	0
X067_3	P3	engaging	19.2987020601405	0
X069_3	P3	engaging	20.3333200371301	0
X072_3	P3	engaging	29.4976538694977	2
X073_3	P3	engaging	17.9877147340962	0
X074_3	P3	engaging	18.5068986476991	3
X075_3	P3	engaging	20.5443833982752	0
X076_3	P3	engaging	23.4745582325801	0
X077_3	P3	engaging	22.5501443268448	0
X078_3	P3	engaging	23.4721246846894	2
X079_3	P3	engaging	24.8118294142421	2
X080_3	P3	engaging	22.2611614036442	2
X081_3	P3	engaging	25.0068437971733	2
X082_3	P3	engaging	21.788059861958	3
X083_3	P3	engaging	24.5784479896555	0
X084_3	P3	engaging	23.4635492734222	2
X085_3	P3	engaging	10.8778279538697	3
X086_3	P3	engaging	18.7404006303969	0
X087_3	P3	engaging	15.0383636985113	2
X088_3	P3	engaging	24.0924837330073	0
X089_3	P3	engaging	18.8458781760297	3
X090_3	P3	engaging	19.5762747248993	0
X091_3	P3	engaging	21.8077588489957	0
X092_3	P3	engaging	22.3449501288746	0
X093_3	P3	engaging	17.7283986316815	0
X094_3	P3	engaging	22.4971028187345	0
X096_3	P3	engaging	23.3620090218036	0
X097_3	P3	engaging	25.4699835565855	2
X098_3	P3	engaging	18.8860185131847	3
X099_3	P3	engaging	17.5997814672048	0
X100_3	P3	engaging	17.1445917267428	0
X101_3	P3	engaging	14.6632164383502	0
X102_3	P3	engaging	19.614975054632	3
X103_3	P3	engaging	20.5034269363012	4
X104_3	P3	engaging	22.2779397161984	0
X105_3	P3	engaging	18.4587676493517	0
X106_3	P3	engaging	19.2553164341614	0
X107_3	P3	engaging	29.0136116607346	0
X109_3	P3	engaging	25.4805316259594	2
X110_3	P3	engaging	22.2953279997741	3
X112_3	P3	engaging	20.3172472512312	3
X113_3	P3	engaging	21.0598846937188	0
X114_3	P3	engaging	13.9916378794369	0
X115_3	P3	engaging	23.6857479059098	0
X116_3	P3	engaging	18.8387325223117	0
X117_3	P3	engaging	26.0734090978505	0
X118_3	P3	engaging	23.6536193631717	2
X119_3	P3	engaging	12.0660614572323	0
X120_3	P3	engaging	17.7941857943707	6
X121_3	P3	engaging	22.5847336496711	2
X122_3	P3	engaging	21.7067687398701	0
X124_3	P3	engaging	21.3559518128045	0
X125_3	P3	engaging	17.973126065092	0
X126_3	P3	engaging	22.0888959483665	2
X127_3	P3	engaging	25.1525326863233	4
X128_3	P3	engaging	18.223984694511	0
X129_3	P3	engaging	27.597462224273	2
X130_3	P3	engaging	21.4569444452349	0
X131_3	P3	engaging	18.148917923624	0
X132_3	P3	engaging	23.150887046765	0
X133_3	P3	engaging	18.1009401069859	3
X135_3	P3	engaging	22.3391299177789	0
X137_3	P3	engaging	18.7073351820203	0
X138_3	P3	engaging	16.60739554757	0
X139_3	P3	engaging	17.7087345142586	3
X140_3	P3	engaging	24.4075524723717	2
X142_3	P3	engaging	25.3776540462132	2
X143_3	P3	engaging	18.3879684347426	0
X144_3	P3	engaging	17.4628239702808	3
X145_3	P3	engaging	18.0123744202807	0
X146_3	P3	engaging	13.8341767549926	0
X147_3	P3	engaging	15.7957027122226	0
X148_3	P3	engaging	22.1044595677129	0
X149_3	P3	engaging	16.4625197645884	3
X150_3	P3	engaging	21.7541394777649	0
X151_3	P3	engaging	20.6287877437965	4
X152_3	P3	engaging	20.6906363375069	0
X153_3	P3	engaging	14.8168210877097	3
X155_3	P3	engaging	22.9068076337409	0
X156_3	P3	engaging	21.815964140706	0
X157_3	P3	engaging	19.074819199161	3
X158_3	P3	engaging	19.8150439207835	2
X159_3	P3	engaging	15.1237294662756	0
X160_3	P3	engaging	19.6436070055521	0
X161_3	P3	engaging	21.8764480117344	0
X162_3	P3	engaging	18.0613125578118	0
X163_3	P3	engaging	26.4825372930877	2
X164_3	P3	engaging	27.4769523282594	2
X165_3	P3	engaging	23.820784151444	2
X166_3	P3	engaging	17.1920908127784	0
X167_3	P3	engaging	22.3882381847924	0
X168_3	P3	engaging	17.3951089607758	3
X169_3	P3	engaging	15.5077009020882	2
X170_3	P3	engaging	19.0237554681875	0
X171_3	P3	engaging	23.3534187512981	2
X173_3	P3	engaging	27.7505728092567	0
X174_3	P3	engaging	24.0544485942328	0
X175_3	P3	engaging	21.9243128505184	0
X177_3	P3	engaging	16.7388813615154	2
X178_3	P3	engaging	22.3532479540514	3
X179_3	P3	engaging	16.949415327136	0
X180_3	P3	engaging	23.2149836933573	2
X181_3	P3	engaging	23.7015708567391	2
X182_3	P3	engaging	26.7793513149867	2
X183_3	P3	engaging	23.2550384750286	2
X184_3	P3	engaging	17.8457939230404	0
X186_3	P3	engaging	11.2796818062733	0
X187_3	P3	engaging	17.6012021720632	0
X188_3	P3	engaging	21.3823496084598	2
X189_3	P3	engaging	18.4364275124	6
X190_3	P3	engaging	21.9563367281085	0
X191_3	P3	engaging	23.6281356354006	0
X192_3	P3	engaging	10.2206006553833	0
X001_4	P4	non-engaging	20.9775840597758	4
X002_4	P4	non-engaging	21.0129395027437	2
X003_4	P4	non-engaging	19.1102200453905	2
X004_4	P4	non-engaging	23.0185642295747	3
X005_4	P4	non-engaging	17.6920878382857	0
X006_4	P4	non-engaging	17.6238840670383	3
X007_4	P4	non-engaging	17.3658025022559	3
X009_4	P4	non-engaging	22.3674354324114	2
X010_4	P4	non-engaging	19.6946430453512	0
X012_4	P4	non-engaging	13.8239623406267	2
X013_4	P4	non-engaging	24.9803982056324	0
X014_4	P4	non-engaging	14.9345897712616	3
X017_4	P4	non-engaging	18.9920168017088	2
X018_4	P4	non-engaging	18.1336259498237	0
X019_4	P4	non-engaging	23.9793076244418	2
X020_4	P4	non-engaging	14.7219930546229	0
X021_4	P4	non-engaging	16.0459328146889	3
X022_4	P4	non-engaging	23.2771525754357	3
X024_4	P4	non-engaging	16.5297571240902	3
X027_4	P4	non-engaging	13.6063402000089	3
X028_4	P4	non-engaging	11.9450674831653	3
X029_4	P4	non-engaging	14.841786161823	0
X030_4	P4	non-engaging	18.2994772514956	2
X032_4	P4	non-engaging	12.5525216609144	3
X034_4	P4	non-engaging	23.7238212654306	0
X035_4	P4	non-engaging	13.7589855245279	3
X037_4	P4	non-engaging	22.5404734543783	0
X038_4	P4	non-engaging	16.8510748282859	2
X039_4	P4	non-engaging	24.7032877592092	0
X041_4	P4	non-engaging	13.8971766366305	0
X042_4	P4	non-engaging	19.5656639765224	2
X043_4	P4	non-engaging	18.8295858884094	3
X044_4	P4	non-engaging	20.2178953518092	0
X045_4	P4	non-engaging	18.1370732403811	2
X047_4	P4	non-engaging	25.3340153256904	0
X048_4	P4	non-engaging	15.4112643101358	3
X049_4	P4	non-engaging	20.6445950458999	0
X050_4	P4	non-engaging	19.7287998461957	3
X051_4	P4	non-engaging	9.514002219466	4
X054_4	P4	non-engaging	21.3652053240347	2
X055_4	P4	non-engaging	13.811693415564	3
X056_4	P4	non-engaging	16.1003264475555	3
X058_4	P4	non-engaging	16.0304208082467	0
X059_4	P4	non-engaging	14.3643660243441	0
X060_4	P4	non-engaging	12.8406116055021	0
X061_4	P4	non-engaging	19.5540836777646	3
X062_4	P4	non-engaging	22.1996132099702	2
X063_4	P4	non-engaging	19.1104597023478	2
X067_4	P4	non-engaging	17.7903803743317	0
X068_4	P4	non-engaging	19.9810230439168	2
X069_4	P4	non-engaging	22.3493592837358	0
X071_4	P4	non-engaging	15.8275466436628	3
X072_4	P4	non-engaging	16.0965257769747	0
X074_4	P4	non-engaging	19.0322652640663	2
X075_4	P4	non-engaging	17.3376063727418	2
X076_4	P4	non-engaging	22.9878977950718	2
X078_4	P4	non-engaging	14.9252760896847	6
X079_4	P4	non-engaging	14.9332874337055	0
X082_4	P4	non-engaging	19.6269394158576	0
X083_4	P4	non-engaging	16.0596834351563	2
X084_4	P4	non-engaging	8.96764356725308	0
X085_4	P4	non-engaging	16.7866305927087	0
X086_4	P4	non-engaging	17.7112398778284	3
X087_4	P4	non-engaging	16.4313951065472	0
X088_4	P4	non-engaging	19.1098928803231	0
X089_4	P4	non-engaging	15.9352780681529	2
X090_4	P4	non-engaging	13.4809869478443	3
X091_4	P4	non-engaging	11.8166663329261	3
X092_4	P4	non-engaging	18.1859973503413	0
X093_4	P4	non-engaging	17.1334727787437	0
X094_4	P4	non-engaging	20.5436999073114	0
X096_4	P4	non-engaging	22.2492656068365	0
X097_4	P4	non-engaging	13.9252509935744	6
X098_4	P4	non-engaging	16.6681565271593	2
X101_4	P4	non-engaging	23.0924306913608	0
X102_4	P4	non-engaging	17.8530116825471	3
X103_4	P4	non-engaging	13.5032781755865	0
X105_4	P4	non-engaging	19.6531488308671	3
X106_4	P4	non-engaging	15.6353730106643	3
X107_4	P4	non-engaging	9.49831706665442	3
X108_4	P4	non-engaging	11.1138232447401	6
X109_4	P4	non-engaging	24.1650726609838	0
X110_4	P4	non-engaging	21.4277660661266	3
X111_4	P4	non-engaging	18.9088087058126	3
X112_4	P4	non-engaging	25.2241223742461	2
X113_4	P4	non-engaging	15.9477228992944	0
X114_4	P4	non-engaging	14.374959239752	3
X115_4	P4	non-engaging	18.581907678687	3
X116_4	P4	non-engaging	20.3651388514066	2
X117_4	P4	non-engaging	16.3226848632866	0
X118_4	P4	non-engaging	23.9101699382888	0
X119_4	P4	non-engaging	23.8037459024219	2
X120_4	P4	non-engaging	20.0484138761956	0
X121_4	P4	non-engaging	21.8471795892434	0
X122_4	P4	non-engaging	17.0025339007024	3
X123_4	P4	non-engaging	17.1164478751778	0
X124_4	P4	non-engaging	22.7994813321489	2
X125_4	P4	non-engaging	15.1323107472507	0
X126_4	P4	non-engaging	22.0569994361893	3
X127_4	P4	non-engaging	21.754857017201	1
X128_4	P4	non-engaging	24.5550386906748	0
X129_4	P4	non-engaging	22.3156438896336	0
X130_4	P4	non-engaging	19.1837899236115	0
X131_4	P4	non-engaging	16.0768429428942	3
X132_4	P4	non-engaging	23.1703163830274	0
X134_4	P4	non-engaging	16.3384980759532	3
X136_4	P4	non-engaging	16.7841285419319	3
X137_4	P4	non-engaging	18.6284914738791	0
X138_4	P4	non-engaging	20.4495589059469	3
X139_4	P4	non-engaging	29.5241504141726	5
X140_4	P4	non-engaging	17.1761995371274	3
X142_4	P4	non-engaging	14.7712301042233	4
X144_4	P4	non-engaging	13.5951700259296	2
X145_4	P4	non-engaging	8.26241359924295	0
X146_4	P4	non-engaging	19.3776528300985	0
X147_4	P4	non-engaging	19.1096930973954	6
X148_4	P4	non-engaging	11.7872659028441	3
X149_4	P4	non-engaging	18.7766649153083	3
X150_4	P4	non-engaging	8.58244772351865	2
X151_4	P4	non-engaging	13.2702178104319	0
X152_4	P4	non-engaging	23.4800855374019	2
X153_4	P4	non-engaging	16.5033833741945	0
X154_4	P4	non-engaging	21.3564055926733	0
X155_4	P4	non-engaging	21.6878925586441	3
X157_4	P4	non-engaging	11.3380497276261	6
X158_4	P4	non-engaging	21.6747515164374	0
X159_4	P4	non-engaging	20.1867978948616	2
X160_4	P4	non-engaging	17.4714436809033	0
X161_4	P4	non-engaging	19.9988142974173	0
X163_4	P4	non-engaging	15.1109102618151	3
X164_4	P4	non-engaging	17.2834355943246	0
X165_4	P4	non-engaging	26.1481556807885	3
X166_4	P4	non-engaging	19.6119634545768	0
X167_4	P4	non-engaging	16.3950582933495	3
X168_4	P4	non-engaging	20.234461814141	3
X169_4	P4	non-engaging	23.8828250425078	0
X170_4	P4	non-engaging	21.6207829990678	0
X171_4	P4	non-engaging	18.133623970132	2
X172_4	P4	non-engaging	22.9197248409624	2
X173_4	P4	non-engaging	25.3936932027719	2
X174_4	P4	non-engaging	26.8620791323955	3
X175_4	P4	non-engaging	19.1022869276926	0
X176_4	P4	non-engaging	24.1036691010373	0
X180_4	P4	non-engaging	20.392332460218	3
X181_4	P4	non-engaging	20.9799468318924	3
X182_4	P4	non-engaging	20.5517562843349	0
X184_4	P4	non-engaging	17.2373504673457	3
X186_4	P4	non-engaging	19.9309876733071	0
X187_4	P4	non-engaging	16.7141445716066	0
X188_4	P4	non-engaging	28.3327338326625	0
X189_4	P4	non-engaging	21.18991446362	3
X191_4	P4	non-engaging	15.288349596875	0
X192_4	P4	non-engaging	22.9468425464935	0
X193_4	P4	non-engaging	14.7656710201968	0
X194_4	P4	non-engaging	19.4275530507287	3
X196_4	P4	non-engaging	17.7684111984947	2
X197_4	P4	non-engaging	25.3451412929715	2
X198_4	P4	non-engaging	23.2082890929652	0
X199_4	P4	non-engaging	17.0228626396471	2
X202_4	P4	non-engaging	16.3591692554117	2
X203_4	P4	non-engaging	20.8266779968327	0
X204_4	P4	non-engaging	20.7979056966246	0
X206_4	P4	non-engaging	17.3195134482097	3
X207_4	P4	non-engaging	26.5806191519659	2
X208_4	P4	non-engaging	21.1875904614347	0
X209_4	P4	non-engaging	16.6899528870888	2
X210_4	P4	non-engaging	22.0039939995489	0
X211_4	P4	non-engaging	15.5720077290319	0
X213_4	P4	non-engaging	21.171813933038	0
X214_4	P4	non-engaging	17.2154192100826	0
X216_4	P4	non-engaging	18.3388852980659	0
X217_4	P4	non-engaging	17.6055665461491	0
X218_4	P4	non-engaging	19.3299699109085	2
X219_4	P4	non-engaging	15.8888488032559	0
X221_4	P4	non-engaging	17.1968487335539	0
X222_4	P4	non-engaging	21.3640429708041	2
X223_4	P4	non-engaging	20.5479432718218	0
X224_4	P4	non-engaging	21.6004937255708	2
X225_4	P4	non-engaging	23.8096978581575	2
X226_4	P4	non-engaging	18.3758036687332	0
X227_4	P4	non-engaging	19.5660736176301	2
X229_4	P4	non-engaging	27.4086545812416	1
X231_4	P4	non-engaging	20.8462435995496	0
X232_4	P4	non-engaging	14.6333346993975	3
X233_4	P4	non-engaging	15.4829733786127	0
X235_4	P4	non-engaging	23.8400004605076	0
X236_4	P4	non-engaging	23.9010166931467	2
X237_4	P4	non-engaging	17.3409396441384	0
X238_4	P4	non-engaging	18.9045295812634	2
X239_4	P4	non-engaging	17.2438660229283	3
X240_4	P4	non-engaging	22.6956628006448	3
X241_4	P4	non-engaging	15.2385211087371	0
X242_4	P4	non-engaging	23.7252137058546	2
X243_4	P4	non-engaging	21.8319979852908	0
X244_4	P4	non-engaging	22.9144456836991	2
X246_4	P4	non-engaging	17.4558018121915	0
X247_4	P4	non-engaging	20.4076809970592	3
X248_4	P4	non-engaging	26.8968558748503	0
X249_4	P4	non-engaging	17.4725926979212	0
X251_4	P4	non-engaging	15.3079236795272	2
X252_4	P4	non-engaging	18.0848678357726	0
X253_4	P4	non-engaging	20.1637684592396	2
X254_4	P4	non-engaging	20.8765111301941	3
X255_4	P4	non-engaging	20.9399197210117	3
X256_4	P4	non-engaging	23.6222985894431	2
X258_4	P4	non-engaging	26.1006013804842	2
X259_4	P4	non-engaging	14.7036279449158	0
X260_4	P4	non-engaging	18.0499298528008	0
X261_4	P4	non-engaging	28.8244243023049	2
X263_4	P4	non-engaging	20.5389198409285	2
X264_4	P4	non-engaging	16.8646034816247	4
X265_4	P4	non-engaging	29.6756092098758	2
X266_4	P4	non-engaging	16.5952801274685	0
X267_4	P4	non-engaging	14.1666318500558	0
X268_4	P4	non-engaging	22.6574503002933	3
X269_4	P4	non-engaging	19.98300790295	0
X270_4	P4	non-engaging	13.4520927970271	0
X271_4	P4	non-engaging	19.8491013813996	0
X272_4	P4	non-engaging	24.9493748423593	2
X273_4	P4	non-engaging	16.4989623966853	3
X274_4	P4	non-engaging	14.4065054245418	0
X275_4	P4	non-engaging	19.7464296700786	0
X276_4	P4	non-engaging	17.6430265154849	0
X277_4	P4	non-engaging	15.5154197655245	3
X278_4	P4	non-engaging	22.2804167024225	3
X279_4	P4	non-engaging	13.4205754603836	0
X280_4	P4	non-engaging	19.7908534892722	0
X281_4	P4	non-engaging	20.2976528995201	0
X282_4	P4	non-engaging	25.6487663633822	2
X283_4	P4	non-engaging	16.5701842063458	3
X284_4	P4	non-engaging	22.3238480681732	2
X285_4	P4	non-engaging	14.3187192309183	3
X286_4	P4	non-engaging	29.7500344675292	2
X287_4	P4	non-engaging	18.7035717198364	0
X288_4	P4	non-engaging	10.0737497416821	0
X289_4	P4	non-engaging	23.1430106682928	3
X290_4	P4	non-engaging	7.3248811057143	0
X292_4	P4	non-engaging	13.9280155023984	4
X293_4	P4	non-engaging	15.3266352999903	0
X294_4	P4	non-engaging	20.4071816343772	2
X295_4	P4	non-engaging	21.244403968258	2
X296_4	P4	non-engaging	24.4675040961223	2
X298_4	P4	non-engaging	17.8143087815178	0
X301_4	P4	non-engaging	22.2919320357252	0
X302_4	P4	non-engaging	15.9489235270436	2
X303_4	P4	non-engaging	26.4828475442855	1
X304_4	P4	non-engaging	14.4784009161192	4
X305_4	P4	non-engaging	21.8318601060934	3
X306_4	P4	non-engaging	19.8456619753494	0
X307_4	P4	non-engaging	10.6701049053507	4
X308_4	P4	non-engaging	16.7805912120606	2
X309_4	P4	non-engaging	20.1257364649343	0
X310_4	P4	non-engaging	16.441440167435	0
X311_4	P4	non-engaging	18.750704626255	0
X312_4	P4	non-engaging	26.4676683885514	0
X313_4	P4	non-engaging	15.7803054691133	0
X314_4	P4	non-engaging	19.9237201372686	2
X315_4	P4	non-engaging	20.6055299751525	0
X316_4	P4	non-engaging	20.3833179864237	2
